id,text,created_at,lang,retweet_count,reply_count,like_count,source,query,category,date,hour,day_of_week,cleaned_text,readable_text,entities,text_length,word_count,processed_date
1000000000000000000,Just got the new iPhone 15 Pro Max and the camera is absolutely amazing! #iPhone,2025-03-24 17:54:36.956172+00:00,en,23,27,135,Twitter for Android,iPhone,iphone,2025-03-24,17,Monday,got new pro max camera absolutely amazing,just got the new iphone pro max and the camera is absolutely amazing iphone,"{'CARDINAL': ['15'], 'MONEY': ['iPhone']}",80,7,2025-03-24
1000000000000000001,Battery life on this iPhone is disappointing. Barely lasts half a day with normal use.,2025-03-24 15:54:36.956172+00:00,en,10,29,83,Twitter for Android,#iPhone,iphone,2025-03-24,15,Monday,battery life disappointing barely last half day normal use,battery life on this iphone is disappointing barely lasts half a day with normal use,"{'ORG': ['iPhone'], 'DATE': ['half a day']}",86,9,2025-03-24
1000000000000000002,Apple's iOS updates are so smooth. Love how my iPhone just works.,2025-03-24 13:54:36.956172+00:00,en,28,5,173,Twitter for iPhone,iPhone,iphone,2025-03-24,13,Monday,apple io update smooth love work,apples ios updates are so smooth love how my iphone just works,{'ORG': ['Apple']},65,6,2025-03-24
1000000000000000003,The iPhone display is gorgeous but I wish it didn't have that notch at the top.,2025-03-24 11:54:36.956172+00:00,en,47,17,88,Twitter for Android,Apple iPhone,iphone,2025-03-24,11,Monday,display gorgeous wish didnt notch top,the iphone display is gorgeous but i wish it didnt have that notch at the top,{'ORG': ['iPhone']},79,6,2025-03-24
1000000000000000004,iPhone prices are getting ridiculous. Is it really worth $1200 for a phone?,2025-03-24 09:54:36.956172+00:00,en,12,19,85,Twitter for Web,#iPhone,iphone,2025-03-24,9,Monday,price getting ridiculous really worth,iphone prices are getting ridiculous is it really worth for a phone,{'MONEY': ['1200']},75,5,2025-03-24
1000000000000000005,Face ID on my new iPhone works perfectly even in low light. Great feature!,2025-03-24 07:54:36.956172+00:00,en,35,1,82,Twitter for Android,Apple iPhone,iphone,2025-03-24,7,Monday,face id new work perfectly even low light great feature,face id on my new iphone works perfectly even in low light great feature,{},74,10,2025-03-24
1000000000000000006,The iPhone camera is incredible for night photography. Best phone camera I've used.,2025-03-24 05:54:36.956172+00:00,en,39,4,69,Twitter for Android,#iPhone,iphone,2025-03-24,5,Monday,camera incredible night photography best camera ive used,the iphone camera is incredible for night photography best phone camera ive used,{'TIME': ['night']},83,8,2025-03-24
1000000000000000007,iPhone storage fills up way too quickly. 128GB should be the minimum option.,2025-03-24 03:54:36.956172+00:00,en,37,25,53,Twitter for Android,#iPhone,iphone,2025-03-24,3,Monday,storage fill way quickly gb minimum option,iphone storage fills up way too quickly gb should be the minimum option,"{'CARDINAL': ['128'], 'PERSON': ['GB']}",76,7,2025-03-24
1000000000000000008,Apple's build quality on the iPhone is second to none. This thing feels premium.,2025-03-24 01:54:36.956172+00:00,en,16,21,80,Twitter for Web,Apple iPhone,iphone,2025-03-24,1,Monday,apple build quality second none thing feel premium,apples build quality on the iphone is second to none this thing feels premium,"{'ORG': ['Apple', 'iPhone'], 'ORDINAL': ['second']}",80,8,2025-03-24
1000000000000000009,iPhone performance is still great after a year of heavy use. Apple silicon is impressive.,2025-03-23 23:54:36.956172+00:00,en,37,3,173,Twitter for Web,Apple iPhone,iphone,2025-03-23,23,Sunday,performance still great year heavy use silicon impressive,iphone performance is still great after a year of heavy use apple silicon is impressive,"{'DATE': ['a year'], 'ORG': ['Apple']}",89,8,2025-03-24
1000000000000000010,The iPhone ecosystem integration with my MacBook and iPad is seamless. Love it!,2025-03-23 21:54:36.956172+00:00,en,18,10,128,Twitter for Web,iPhone,iphone,2025-03-23,21,Sunday,ecosystem integration macbook ipad seamless love,the iphone ecosystem integration with my macbook and ipad is seamless love it,"{'ORG': ['MacBook', 'iPad']}",79,6,2025-03-24
1000000000000000011,Why is iPhone battery degradation still such an issue? Mine's at 85% after just 8 months.,2025-03-23 19:54:36.956172+00:00,en,24,5,39,Twitter for iPhone,#iPhone,iphone,2025-03-23,19,Sunday,battery degradation still issue mine month,why is iphone battery degradation still such an issue mines at after just months,"{'ORG': ['Mine'], 'PERCENT': ['85%'], 'DATE': ['just 8 months']}",89,6,2025-03-24
1000000000000000012,iPhone's haptic feedback is so satisfying. Android phones just don't compare.,2025-03-23 17:54:36.956172+00:00,en,31,1,188,Twitter for iPhone,iPhone,iphone,2025-03-23,17,Sunday,iphones haptic feedback satisfying android phone dont compare,iphones haptic feedback is so satisfying android phones just dont compare,"{'ORG': ['iPhone', 'Android']}",77,8,2025-03-24
1000000000000000013,The new iPhone camera bump is huge. Makes the phone wobble on flat surfaces.,2025-03-23 15:54:36.956172+00:00,en,43,28,52,Twitter for Android,iPhone,iphone,2025-03-23,15,Sunday,new camera bump huge make wobble flat surface,the new iphone camera bump is huge makes the phone wobble on flat surfaces,{},76,8,2025-03-24
1000000000000000014,iPhone speakers are surprisingly good for such a slim device. Great stereo sound.,2025-03-23 13:54:36.956172+00:00,en,47,13,64,Twitter for iPhone,#iPhone,iphone,2025-03-23,13,Sunday,speaker surprisingly good slim device great stereo sound,iphone speakers are surprisingly good for such a slim device great stereo sound,{},81,8,2025-03-24
2000000000000000000,The Galaxy S23 Ultra's 200MP camera is insane! Samsung really nailed it this year. #SamsungGalaxy,2025-03-24 17:54:36.956172+00:00,en,35,20,109,Twitter for iPhone,Galaxy S,galaxy,2025-03-24,17,Monday,ultras mp camera insane really nailed year samsunggalaxy,the galaxy s ultras mp camera is insane samsung really nailed it this year samsunggalaxy,"{'PRODUCT': ['200MP'], 'DATE': ['this year']}",97,8,2025-03-24
2000000000000000001,Samsung's One UI is so clunky compared to stock Android. Too many duplicate apps.,2025-03-24 15:54:36.956172+00:00,en,29,9,38,Twitter for Android,Galaxy S,galaxy,2025-03-24,15,Monday,samsungs one ui clunky compared stock android many duplicate apps,samsungs one ui is so clunky compared to stock android too many duplicate apps,"{'ORG': ['Samsung', 'UI', 'Android'], 'CARDINAL': ['One']}",81,10,2025-03-24
2000000000000000002,The Galaxy Z Fold is revolutionary. Having a tablet in my pocket changes everything.,2025-03-24 13:54:36.956172+00:00,en,46,28,70,Twitter for Android,Galaxy S,galaxy,2025-03-24,13,Monday,z fold revolutionary tablet pocket change everything,the galaxy z fold is revolutionary having a tablet in my pocket changes everything,{'ORG': ['The Galaxy Z Fold']},84,7,2025-03-24
2000000000000000003,Battery life on my Galaxy S22 is terrible. Barely makes it through the day.,2025-03-24 11:54:36.956172+00:00,en,44,13,114,Twitter for Android,Samsung Galaxy,galaxy,2025-03-24,11,Monday,battery life terrible barely make day,battery life on my galaxy s is terrible barely makes it through the day,"{'PERSON': ['Galaxy S22'], 'DATE': ['the day']}",75,6,2025-03-24
2000000000000000004,Samsung's display technology is the best in the industry. This AMOLED screen is stunning.,2025-03-24 09:54:36.956172+00:00,en,27,17,66,Twitter for iPhone,Galaxy S,galaxy,2025-03-24,9,Monday,samsungs display technology best industry amoled screen stunning,samsungs display technology is the best in the industry this amoled screen is stunning,{'ORG': ['Samsung']},89,8,2025-03-24
2000000000000000005,Galaxy phones have too much bloatware. Why do I need two app stores?,2025-03-24 07:54:36.956172+00:00,en,14,15,16,Twitter for iPhone,Samsung Galaxy,galaxy,2025-03-24,7,Monday,phone much bloatware need two app store,galaxy phones have too much bloatware why do i need two app stores,{'CARDINAL': ['two']},68,7,2025-03-24
2000000000000000006,The customization options on my Galaxy are endless. Love being able to make it truly mine.,2025-03-24 05:54:36.956172+00:00,en,47,16,7,Twitter for Web,#SamsungGalaxy,galaxy,2025-03-24,5,Monday,customization option endless love able make truly mine,the customization options on my galaxy are endless love being able to make it truly mine,{},90,8,2025-03-24
2000000000000000007,Samsung's build quality has improved so much. This Galaxy feels solid and premium.,2025-03-24 03:54:36.956172+00:00,en,35,25,199,Twitter for Web,Galaxy S,galaxy,2025-03-24,3,Monday,samsungs build quality improved much feel solid premium,samsungs build quality has improved so much this galaxy feels solid and premium,{'ORG': ['Samsung']},82,8,2025-03-24
2000000000000000008,Galaxy S Pen functionality is a game changer for taking notes and drawing.,2025-03-24 01:54:36.956172+00:00,en,47,23,79,Twitter for Web,Galaxy S,galaxy,2025-03-24,1,Monday,pen functionality game changer taking note drawing,galaxy s pen functionality is a game changer for taking notes and drawing,{},74,7,2025-03-24
2000000000000000009,Samsung needs to improve their update policy. My Galaxy is still waiting for Android 14.,2025-03-23 23:54:36.956172+00:00,en,45,19,147,Twitter for iPhone,Samsung Galaxy,galaxy,2025-03-23,23,Sunday,need improve update policy still waiting android,samsung needs to improve their update policy my galaxy is still waiting for android,"{'ORG': ['Samsung', 'Android'], 'CARDINAL': ['14']}",88,7,2025-03-24
2000000000000000010,The wide-angle lens on the Galaxy camera is perfect for landscape photography.,2025-03-23 21:54:36.956172+00:00,en,49,16,175,Twitter for Web,Galaxy S,galaxy,2025-03-23,21,Sunday,wideangle lens camera perfect landscape photography,the wideangle lens on the galaxy camera is perfect for landscape photography,{},78,6,2025-03-24
2000000000000000011,Samsung DeX is underrated. Turning my Galaxy into a desktop is super useful.,2025-03-23 19:54:36.956172+00:00,en,10,28,58,Twitter for Android,Galaxy Note,galaxy,2025-03-23,19,Sunday,dex underrated turning desktop super useful,samsung dex is underrated turning my galaxy into a desktop is super useful,{'PERSON': ['Samsung DeX']},76,6,2025-03-24
2000000000000000012,My Galaxy overheats during gaming sessions. Performance throttling is annoying.,2025-03-23 17:54:36.956172+00:00,en,37,3,149,Twitter for iPhone,Samsung Galaxy,galaxy,2025-03-23,17,Sunday,overheats gaming session performance throttling annoying,my galaxy overheats during gaming sessions performance throttling is annoying,{},79,6,2025-03-24
2000000000000000013,The Galaxy's adaptive refresh rate makes scrolling so smooth while saving battery.,2025-03-23 15:54:36.956172+00:00,en,26,3,12,Twitter for Android,Galaxy Note,galaxy,2025-03-23,15,Sunday,galaxy adaptive refresh rate make scrolling smooth saving battery,the galaxys adaptive refresh rate makes scrolling so smooth while saving battery,{},82,9,2025-03-24
2000000000000000014,Samsung's fast charging is incredible. 0 to 50% in just 15 minutes!,2025-03-23 13:54:36.956172+00:00,en,13,25,84,Twitter for Web,Samsung Galaxy,galaxy,2025-03-23,13,Sunday,samsungs fast charging incredible minute,samsungs fast charging is incredible to in just minutes,"{'ORG': ['Samsung'], 'PERCENT': ['0 to 50%'], 'TIME': ['just 15 minutes']}",67,5,2025-03-24
1904306367688765839,"@LingerieAndRope Well this is what confused me!! I just got used to the 1080 and some 4k but now I’m like “wait there’s 5k” I thought that was just TVs haha. 
Thank you!! I appreciate that 🫶 just think it’s time I graduate from my iPhone 😅",2025-03-24 23:38:32.422761+00:00,en,0,0,0,,iPhone lang:en -is:retweet,iphone,2025-03-24,23,Monday,well confused got used k i’m like “wait there’s k” thought tv haha thank appreciate 🫶 think it’s time graduate 😅,well this is what confused me i just got used to the and some k but now i’m like “wait there’s k” i thought that was just tvs haha thank you i appreciate that 🫶 just think it’s time i graduate from my iphone 😅,"{'CARDINAL': ['1080', 'some 4k', '5k']}",239,21,2025-03-24
1904306320414491031,Check out my latest article: Why Hasn’t an iPhone-Filmed Movie Won a Major Cinematography Award? https://t.co/Jq2EdhHPma via @LinkedIn,2025-03-24 23:38:32.422761+00:00,en,0,0,0,,iPhone lang:en -is:retweet,iphone,2025-03-24,23,Monday,check latest article hasn’t iphonefilmed movie major cinematography award,check out my latest article why hasn’t an iphonefilmed movie won a major cinematography award via,"{'ORG': ['iPhone-Filmed Movie Won'], 'GPE': ['@LinkedIn']}",134,9,2025-03-24
1904306301913485601,@zollotech Make #Iphone 13 pro max great again,2025-03-24 23:38:32.422761+00:00,en,0,0,0,,iPhone lang:en -is:retweet,iphone,2025-03-24,23,Monday,make pro max great,make iphone pro max great again,"{'ORG': ['@zollotech Make #Iphone 13'], 'PERSON': ['max']}",46,4,2025-03-24
1904306270259102166,hi guys whatsthe best iphone out Rn i want a new one but idk what One,2025-03-24 23:38:32.422761+00:00,en,0,0,0,,iPhone lang:en -is:retweet,iphone,2025-03-24,23,Monday,hi guy whatsthe best rn want new one idk one,hi guys whatsthe best iphone out rn i want a new one but idk what one,{'CARDINAL': ['One']},69,10,2025-03-24
1904306191498432876,"Turned on Grayscale for @apple Carplay in the settings app of Carplay and now Iphone Mirroring applies color filters. Why is Carplay so bad?????????
https://t.co/Az6AF8TiGe",2025-03-24 23:38:32.422761+00:00,en,0,0,0,,iPhone lang:en -is:retweet,iphone,2025-03-24,23,Monday,turned grayscale carplay setting app carplay mirroring applies color filter carplay bad,turned on grayscale for carplay in the settings app of carplay and now iphone mirroring applies color filters why is carplay so bad,"{'ORG': ['Carplay', 'Iphone Mirroring'], 'GPE': ['https://t.co/Az6AF8TiGe']}",172,12,2025-03-24
1904306160448233715,Making movies on an iPhone 6 🎥 🍿 https://t.co/FZZwsoSR6V,2025-03-24 23:38:32.422761+00:00,en,0,0,0,,iPhone lang:en -is:retweet,iphone,2025-03-24,23,Monday,making movie 🎥 🍿,making movies on an iphone 🎥 🍿,{},56,4,2025-03-24
1904306130131824805,"Morning Vibes 🌄 

Iphone Wallpapers 4K HD 📲 

#Wallpapers |#iPhoneWallpaper I #4kwallpaper https://t.co/sj74A3gh2J",2025-03-24 23:38:32.422761+00:00,en,0,0,0,,iPhone lang:en -is:retweet,iphone,2025-03-24,23,Monday,morning vibe 🌄 wallpaper k hd 📲 wallpaper iphonewallpaper kwallpaper,morning vibes 🌄 iphone wallpapers k hd 📲 wallpapers iphonewallpaper i kwallpaper,"{'CARDINAL': ['4'], 'MONEY': ['4kwallpaper']}",114,10,2025-03-24
1904306023323812021,@Texas_jeep__guy IPhone sucks donkey d,2025-03-24 23:38:32.422761+00:00,en,0,0,0,,iPhone lang:en -is:retweet,iphone,2025-03-24,23,Monday,suck donkey,iphone sucks donkey d,{},38,2,2025-03-24
1904305967774552493,"Dreamer &amp; The Awakening 

Iphone Wallpapers 4K HD 📲 

#Wallpapers | #iPhoneWallpaper I #4kwallpaper 👇 https://t.co/rXjtlfHnm6",2025-03-24 23:38:32.422761+00:00,en,0,0,0,,iPhone lang:en -is:retweet,iphone,2025-03-24,23,Monday,dreamer awakening wallpaper k hd 📲 wallpaper iphonewallpaper kwallpaper 👇,dreamer amp the awakening iphone wallpapers k hd 📲 wallpapers iphonewallpaper i kwallpaper 👇,"{'ORG': ['Dreamer &amp', 'The Awakening \n\nIphone Wallpapers 4'], 'MONEY': ['4kwallpaper']}",129,10,2025-03-24
1904305925026169003,Is the iPhone auto correct drunk? It use to be decent but has been so off the past couple weeks,2025-03-24 23:38:32.422761+00:00,en,0,0,0,,iPhone lang:en -is:retweet,iphone,2025-03-24,23,Monday,auto correct drunk use decent past couple week,is the iphone auto correct drunk it use to be decent but has been so off the past couple weeks,{'DATE': ['the past couple weeks']},95,8,2025-03-24
1904305853483905467,"GOVERNMENT ISSUES STATEMENT: 🦠 Dead marine life and surfer health concerns prompt official response, as Government confirms a harmful toxic algae off southern coastline. &gt;&gt; https://t.co/iaLloAehwh

🌟 Read daily news on our free iPhone app: https://t.co/WJZDuenEUw

🌟 Read daily https://t.co/LMMOG8dJsE",2025-03-24 23:38:32.422761+00:00,en,0,0,0,,Apple iPhone lang:en -is:retweet,iphone,2025-03-24,23,Monday,government issue statement 🦠 dead marine life surfer health concern prompt official response government confirms harmful toxic algae southern coastline gtgt 🌟 read daily news free app 🌟 read daily,government issues statement 🦠 dead marine life and surfer health concerns prompt official response as government confirms a harmful toxic algae off southern coastline gtgt 🌟 read daily news on our free iphone app 🌟 read daily,{'DATE': ['daily']},307,30,2025-03-24
1904305437861679181,"@Texas_jeep__guy I can jailbreak mine and get a whole new operating system that doesn't have bloatwear on it, like apps you can not uninstall on you iPhone. Plus, apple slows down your phones, so you upgrade and spend more money.",2025-03-24 23:38:32.422761+00:00,en,0,0,0,,Apple iPhone lang:en -is:retweet,iphone,2025-03-24,23,Monday,jailbreak mine get whole new operating system doesnt bloatwear like apps uninstall plus slows phone upgrade spend money,i can jailbreak mine and get a whole new operating system that doesnt have bloatwear on it like apps you can not uninstall on you iphone plus apple slows down your phones so you upgrade and spend more money,{},229,18,2025-03-24
1904305362842345957,Hey @Apple your iPhone sales are down big time because of no more physical sim tray on your US iPhone models. It turns out millions of people travel abroad and use the local sim cards. Big win for Samsung.,2025-03-24 23:38:32.422761+00:00,en,0,0,0,,Apple iPhone lang:en -is:retweet,iphone,2025-03-24,23,Monday,hey sale big time physical sim tray u model turn million people travel abroad use local sim card big win,hey your iphone sales are down big time because of no more physical sim tray on your us iphone models it turns out millions of people travel abroad and use the local sim cards big win for samsung,"{'GPE': ['US'], 'CARDINAL': ['millions'], 'ORG': ['Samsung']}",205,20,2025-03-24
1904305338641494440,Apple iPhone 17 Pro MAX Ultra - Launch Date + Price in the USA and other... https://t.co/a9emPX3JuI via @YouTube,2025-03-24 23:38:32.422761+00:00,en,1,0,1,,Apple iPhone lang:en -is:retweet,iphone,2025-03-24,23,Monday,pro max ultra launch date price usa,apple iphone pro max ultra launch date price in the usa and other via,"{'ORG': ['Apple'], 'CARDINAL': ['17'], 'GPE': ['USA']}",112,7,2025-03-24
1904305282995339651,"Ellen Joe’s movements are next-level smooth, like a shark swimming through battle! 🦈💥 Testing her in ZZZ—she’s a beast!
https://t.co/G6QJcs5T91
#zenlesszonezero #ZenlessZoneZeroFanart #EllenJoe #HoYoverse #Apple #iphone #gaming #MobileGaming #shark #sharkstyle #sharkbae",2025-03-24 23:38:32.422761+00:00,en,0,0,1,,Apple iPhone lang:en -is:retweet,iphone,2025-03-24,23,Monday,ellen joe’s movement nextlevel smooth like shark swimming battle 🦈💥 testing zzz—she’s beast zenlesszonezero zenlesszonezerofanart ellenjoe hoyoverse gaming mobilegaming shark sharkstyle sharkbae,ellen joe’s movements are nextlevel smooth like a shark swimming through battle 🦈💥 testing her in zzz—she’s a beast zenlesszonezero zenlesszonezerofanart ellenjoe hoyoverse apple iphone gaming mobilegaming shark sharkstyle sharkbae,"{'PERSON': ['Ellen Joe’s', 'HoYoverse'], 'ORG': ['ZZZ'], 'MONEY': ['#MobileGaming #'], 'CARDINAL': ['#', '#']}",270,22,2025-03-24
1904304082090684684,"Does it?
https://t.co/Zhbd9z8c23
↓ https://t.co/ImTRVhAiVe",2025-03-24 23:38:32.422761+00:00,en,0,0,1,,Apple iPhone lang:en -is:retweet,iphone,2025-03-24,23,Monday,↓,does it ↓,{},58,1,2025-03-24
1904301473514574174,"Hi @Apple - What gives with the latest IOS (18) update and iphone 13 cameras?  You're telling me that I have added a non-factory part, which is not true. #Help",2025-03-24 23:38:32.422761+00:00,en,0,1,0,,Apple iPhone lang:en -is:retweet,iphone,2025-03-24,23,Monday,hi give latest io update camera youre telling added nonfactory part true help,hi what gives with the latest ios update and iphone cameras youre telling me that i have added a nonfactory part which is not true help,"{'CARDINAL': ['18', '13']}",159,13,2025-03-24
1904300696968499392,@abok_fasa @TimKalyegira Can you tell me how many times an iphone has been breached without apple being involved !,2025-03-24 23:38:32.422761+00:00,en,0,0,0,,Apple iPhone lang:en -is:retweet,iphone,2025-03-24,23,Monday,tell many time breached without involved,can you tell me how many times an iphone has been breached without apple being involved,{'ORG': ['@TimKalyegira']},114,6,2025-03-24
1904300591565910092,"If you expect me to buy the next $2000 iPhone, the purchase should come with a tokenized portion of Apple stock, like one percent of the purchase price, which is better than nothing. 

$2000 → 1% = $20 ✓ (tokenized stock)

@Apple",2025-03-24 23:38:32.422761+00:00,en,0,0,0,,Apple iPhone lang:en -is:retweet,iphone,2025-03-24,23,Monday,expect buy next purchase come tokenized portion stock like one percent purchase price better nothing → ✓ tokenized stock,if you expect me to buy the next iphone the purchase should come with a tokenized portion of apple stock like one percent of the purchase price which is better than nothing → ✓ tokenized stock,"{'ORG': ['Apple'], 'MONEY': ['2000', '20'], 'PERCENT': ['1%']}",229,19,2025-03-24
1904315762958839871,I need a new phone dis iPhone 6s pmo,2025-03-24 23:38:32.422761+00:00,en,0,0,0,,iPhone lang:en -is:retweet,iphone,2025-03-24,23,Monday,need new dis pmo,i need a new phone dis iphone s pmo,{'CARDINAL': ['6s']},36,4,2025-03-24
1904315759666626606,"2023:05:27 14:12:06
iPhone 11 Pro back triple camera 4.25mm f/1.8
Focal Length:26mm (35mm eq.)
Aperture: f/1.8
Exposure: 1/990s
Ev: 11.6
ISO equiv: 32
#Green https://t.co/PgrivB2EC4",2025-03-24 23:38:32.422761+00:00,en,0,0,0,,iPhone lang:en -is:retweet,iphone,2025-03-24,23,Monday,pro back triple camera mm f focal lengthmm mm eq aperture f exposure ev iso equiv green,iphone pro back triple camera mm f focal lengthmm mm eq aperture f exposure s ev iso equiv green,"{'CARDINAL': ['2023:05:27', '11', '35', '11.6', '32'], 'QUANTITY': ['4.25mm'], 'PERSON': ['Ev'], 'ORG': ['ISO']}",181,17,2025-03-24
1904315731401195927,"@DarkMinds001 It's heart-wrenching to hear about your pain. Tears signify deep emotional turmoil, not weakness. Expressing feelings is a step toward healing. #ThriveAI is here to support you. #HealingJourney

🚀 Join Thrive AI today and reclaim your mind!
📲 Download for FREE:
   • iPhone:",2025-03-24 23:38:32.422761+00:00,en,0,0,0,,iPhone lang:en -is:retweet,iphone,2025-03-24,23,Monday,heartwrenching hear pain tear signify deep emotional turmoil weakness expressing feeling step toward healing thriveai support healingjourney 🚀 join thrive ai today reclaim mind 📲 download free •,its heartwrenching to hear about your pain tears signify deep emotional turmoil not weakness expressing feelings is a step toward healing thriveai is here to support you healingjourney 🚀 join thrive ai today and reclaim your mind 📲 download for free • iphone,"{'PERSON': ['ThriveAI', 'HealingJourney', 'Download'], 'DATE': ['today']}",288,28,2025-03-24
1904315731174408527,"Wait until they turn the mob

Onto everybody with an iPhone 
or MacBook 
or Gucci bag 

Etc. 

—-

The less intelligent 
They can be Weaponized 

Always have been 
Always will be https://t.co/nYnhlZKOiu",2025-03-24 23:38:32.422761+00:00,en,0,0,0,,iPhone lang:en -is:retweet,iphone,2025-03-24,23,Monday,wait turn mob onto everybody macbook gucci bag etc — less intelligent weaponized always always,wait until they turn the mob onto everybody with an iphone or macbook or gucci bag etc — the less intelligent they can be weaponized always have been always will be,"{'ORG': ['MacBook', 'Weaponized \n\nAlways'], 'PERSON': ['Gucci']}",202,15,2025-03-24
1904315643622486099,"#MOONwin🔥

Pump YOUR way to MILLIONS!🌐

🎁Welcome: https://t.co/4htXNd4ONf

1UK5qg36 @ua3b1cZA1iKrUFu @BujangT59231130 @Jay31192 @BitVenturer2 @mariavictorix @zishee786 @Capital671 @emotionartist @xmastoys09 @TM_IPhone",2025-03-24 23:38:32.422761+00:00,en,0,0,0,,iPhone lang:en -is:retweet,iphone,2025-03-24,23,Monday,moonwin🔥 pump way millions🌐 🎁welcome ukqg,moonwin🔥 pump your way to millions🌐 🎁welcome ukqg,"{'ORG': ['MILLIONS', '@zishee786'], 'PERSON': ['@xmastoys09 @TM_IPhone']}",217,6,2025-03-24
1904315601730023583,"2023:05:27 14:17:37
iPhone 11 Pro back triple camera 4.25mm f/1.8
Focal Length:51mm (35mm eq.)
Aperture: f/1.8
Exposure: 1/2183s
Ev: 12.8
ISO equiv: 32
#Yellow https://t.co/SZQjiX8Khd",2025-03-24 23:38:32.422761+00:00,en,0,0,0,,iPhone lang:en -is:retweet,iphone,2025-03-24,23,Monday,pro back triple camera mm f focal lengthmm mm eq aperture f exposure ev iso equiv yellow,iphone pro back triple camera mm f focal lengthmm mm eq aperture f exposure s ev iso equiv yellow,"{'CARDINAL': ['2023:05:27', '11', '35', '12.8'], 'QUANTITY': ['4.25mm'], 'ORG': ['Focal Length:51mm'], 'MONEY': ['32\n#']}",183,17,2025-03-24
1904315569588888031,@yoshiyooa its just me and my old iphone 11 😩,2025-03-24 23:38:32.422761+00:00,en,0,0,0,,iPhone lang:en -is:retweet,iphone,2025-03-24,23,Monday,old 😩,its just me and my old iphone 😩,"{'GPE': ['@yoshiyooa'], 'CARDINAL': ['11']}",45,2,2025-03-24
1904315541768032475,"Tim Walz's iPhone today.  
Let’s see what happens tomorrow.  $RKLB 😂 https://t.co/kowEvvOD9S",2025-03-24 23:38:32.422761+00:00,en,0,0,0,,iPhone lang:en -is:retweet,iphone,2025-03-24,23,Monday,tim walzs today let’s see happens tomorrow rklb 😂,tim walzs iphone today let’s see what happens tomorrow rklb 😂,"{'PERSON': [""Tim Walz's"", 'https://t.co/kowEvvOD9S'], 'DATE': ['today', 'tomorrow']}",92,9,2025-03-24
1904315493131190706,i wish i could take things from iphone and android and make a super phone. the super nigga phone.,2025-03-24 23:38:32.422761+00:00,en,0,0,0,,iPhone lang:en -is:retweet,iphone,2025-03-24,23,Monday,wish could take thing android make super super nigga,i wish i could take things from iphone and android and make a super phone the super nigga phone,{},97,9,2025-03-24
1904315458528092361,This video is not a iphone commercial #meme https://t.co/irC2O7zOgM,2025-03-24 23:38:32.422761+00:00,en,0,0,0,,iPhone lang:en -is:retweet,iphone,2025-03-24,23,Monday,video commercial meme,this video is not a iphone commercial meme,{'CARDINAL': ['#']},67,3,2025-03-24
